Date,Close,Unadjusted_close,High,Low,Open,Volume
2020-09-15,136.0,136.0,137.0,131.4,131.6,78008
2020-09-16,131.8,131.8,136.6,131.8,136.0,48177
2020-09-17,136.0,136.0,137.4,126.8,128.2,87452
2020-09-18,146.8,146.8,146.8,137.4,137.4,463430
2020-09-21,148.2,148.2,155.2,143.8,146.0,147041
2020-09-22,152.6,152.6,155.2,148.4,150.8,89207
2020-09-23,149.2,149.2,156.0,148.6,154.0,72955
2020-09-24,142.6,142.6,148.4,140.6,146.2,94286
2020-09-25,143.8,143.8,144.0,137.6,142.4,49686
2020-09-28,150.0,150.0,151.4,143.6,146.4,75518
2020-09-29,153.0,153.0,153.0,149.2,150.2,51067
2020-09-30,149.4,149.4,152.0,147.0,152.0,54942
2020-10-01,152.8,152.8,154.4,148.2,150.0,105175
2020-10-02,152.2,152.2,152.8,148.8,150.6,40965
2020-10-05,155.8,155.8,168.6,154.0,154.6,192658
2020-10-06,142.8,142.8,157.0,142.4,156.0,301494
2020-10-07,147.6,147.6,148.0,135.6,144.0,206089
2020-10-08,142.6,142.6,149.6,141.2,148.0,97713
2020-10-09,149.8,149.8,149.8,143.0,143.8,88386
2020-10-12,159.0,159.0,159.0,150.2,150.4,119266
2020-10-13,156.8,156.8,158.6,152.6,158.6,80941
2020-10-14,157.0,157.0,164.0,155.2,157.0,128232
2020-10-15,159.6,159.6,161.8,150.0,156.2,127630
2020-10-16,162.0,162.0,165.6,159.4,159.6,84917
2020-10-19,161.2,161.2,164.6,159.2,163.2,60445
2020-10-20,153.8,153.8,163.0,153.6,161.0,69987
2020-10-21,156.0,156.0,161.2,152.4,156.0,133358
2020-10-22,153.4,153.4,157.2,149.0,154.2,121906
2020-10-23,150.8,150.8,153.2,148.6,153.0,85927
2020-10-26,144.0,144.0,150.4,143.4,149.2,102780
2020-10-27,151.4,151.4,151.6,143.6,144.8,78513
2020-10-28,147.2,147.2,157.8,146.4,150.8,116464
2020-10-29,150.4,150.4,157.0,148.8,149.6,116026
2020-10-30,142.4,142.4,150.0,141.0,147.4,148934
2020-11-02,147.4,147.4,152.2,143.2,143.2,123934
2020-11-03,145.6,145.6,150.2,145.0,148.6,56442
2020-11-04,152.2,152.2,152.2,145.8,146.2,56775
2020-11-05,165.2,165.2,165.2,153.6,154.4,284853
2020-11-06,163.8,163.8,167.6,158.0,163.6,108569
2020-11-09,132.8,132.8,165.4,129.8,160.6,742700
2020-11-10,128.4,128.4,139.4,117.4,137.0,623182
2020-11-11,134.6,134.6,136.2,127.6,129.0,120714
2020-11-12,141.4,141.4,143.4,133.2,138.6,210562
2020-11-13,139.6,139.6,144.8,139.0,142.2,104427
2020-11-16,138.6,138.6,141.2,130.0,141.0,163569
2020-11-17,127.4,127.4,140.0,122.6,137.2,361385
2020-11-18,126.8,126.8,128.8,122.8,124.8,146922
2020-11-19,133.4,133.4,133.4,124.8,125.0,135741
2020-11-20,135.8,135.8,136.0,131.6,132.8,77259
2020-11-23,130.8,130.8,133.8,128.4,130.0,145606
2020-11-24,124.8,124.8,133.6,121.8,130.4,176667
2020-11-25,126.0,126.0,128.4,123.0,123.6,74811
2020-11-26,131.6,131.6,131.6,127.0,127.0,68496
2020-11-27,133.2,133.2,133.8,130.8,131.4,70475
2020-11-30,132.2,132.2,135.0,130.2,131.4,109149
2020-12-01,135.6,135.6,138.8,130.6,131.8,153145
2020-12-02,130.6,130.6,137.4,130.4,135.0,65771
2020-12-03,129.0,129.0,133.0,128.0,129.2,44654
2020-12-04,134.2,134.2,136.2,129.0,129.4,74811
2020-12-07,133.4,133.4,137.0,132.6,134.0,57790
2020-12-08,138.6,138.6,139.2,134.8,134.8,81859
2020-12-09,141.0,141.0,141.0,136.4,139.0,57577
2020-12-10,141.2,141.2,143.4,136.0,138.6,87923
2020-12-11,145.6,145.6,146.8,140.0,142.0,105322
2020-12-14,142.0,142.0,147.6,137.0,147.6,157895
2020-12-15,143.8,143.8,144.2,139.4,141.6,74391
2020-12-16,141.2,141.2,144.4,137.8,143.4,69920
2020-12-17,134.4,134.4,145.4,133.6,138.6,128655
2020-12-18,138.6,138.6,139.0,133.0,135.0,122982
2020-12-21,140.0,140.0,140.0,134.6,137.0,90688
2020-12-22,142.4,142.4,143.4,139.4,140.0,69057
2020-12-23,142.2,142.2,142.8,140.4,141.6,43520
2020-12-28,142.0,142.0,144.4,141.0,141.4,93479
2020-12-29,148.2,148.2,150.6,141.8,141.8,115727
2020-12-30,148.2,148.2,150.6,145.8,149.0,43544
2021-01-04,158.0,158.0,161.0,148.8,148.8,178601
2021-01-05,159.4,159.4,160.0,148.6,156.0,133626
2021-01-06,150.6,150.6,160.0,150.0,160.0,84529
2021-01-07,152.2,152.2,153.0,148.6,152.0,66270
2021-01-08,153.0,153.0,158.2,152.0,152.2,65660
2021-01-11,152.4,152.4,158.4,151.4,155.4,69959
2021-01-12,165.6,165.6,166.6,156.8,157.4,208344
2021-01-13,165.8,165.8,166.6,157.0,164.0,82992
2021-01-14,158.6,158.6,161.8,153.8,160.0,258009
2021-01-15,154.6,154.6,160.6,153.4,160.0,79068
2021-01-18,160.6,160.6,161.2,155.0,155.0,77389
2021-01-19,172.0,172.0,172.0,160.0,160.2,180016
2021-01-20,183.8,183.8,184.0,172.4,172.6,227986
2021-01-21,192.0,192.0,192.2,184.6,186.0,197279
2021-01-22,196.4,196.4,196.8,186.4,193.8,157131
2021-01-25,200.0,200.0,203.0,192.8,195.6,234255
2021-01-26,202.0,202.0,204.5,197.6,199.4,123163
2021-01-27,187.0,187.0,203.0,185.2,201.0,185160
2021-01-28,194.6,194.6,203.0,181.6,183.4,117560
2021-01-29,192.6,192.6,195.8,188.6,194.2,93429
2021-02-01,194.2,194.2,199.0,192.6,194.6,72576
2021-02-02,211.0,211.0,211.5,194.4,194.8,195012
2021-02-03,220.5,220.5,227.0,210.5,211.0,145533
2021-02-04,225.5,225.5,227.0,220.5,223.0,94316
2021-02-05,232.0,232.0,232.5,224.5,227.0,75208
2021-02-08,219.0,219.0,238.0,218.0,236.5,111466
2021-02-09,230.0,230.0,231.0,221.0,221.0,97166
2021-02-10,222.5,222.5,234.0,222.5,232.0,54474
2021-02-11,236.5,236.5,236.5,221.0,224.5,77270
2021-02-12,237.5,237.5,243.0,232.5,235.0,66611
2021-02-15,246.0,246.0,247.0,239.0,245.0,75910
2021-02-16,244.5,244.5,249.0,240.5,248.0,61188
2021-02-17,230.0,230.0,243.5,228.0,242.5,103830
2021-02-18,224.0,224.0,235.5,223.5,232.0,76674
2021-02-19,224.5,224.5,227.0,218.0,222.0,92347
2021-02-22,212.5,212.5,223.5,201.0,223.0,122725
2021-02-23,204.0,204.0,212.0,186.8,210.0,285243
2021-02-24,197.0,197.0,217.5,194.2,205.5,128142
2021-02-25,205.0,205.0,205.0,195.6,199.0,109435
2021-02-26,201.5,201.5,205.5,196.4,198.4,136020
2021-03-01,205.0,205.0,207.5,201.0,203.5,61850
2021-03-02,202.5,202.5,206.5,200.0,204.5,82532
2021-03-03,189.8,189.8,201.5,187.4,195.0,172679
2021-03-04,181.0,181.0,189.4,173.8,187.6,161753
2021-03-05,179.8,179.8,190.6,175.6,179.0,135020
2021-03-08,182.4,182.4,183.6,171.2,180.2,129079
2021-03-09,183.0,183.0,184.0,176.2,182.4,124016
2021-03-10,188.0,188.0,195.2,184.4,190.4,116244
2021-03-11,193.6,193.6,193.8,188.2,190.4,71245
2021-03-12,184.8,184.8,193.0,184.8,193.0,58286
2021-03-15,190.0,190.0,192.0,184.2,188.2,59761
2021-03-16,192.8,192.8,194.6,188.8,191.4,44579
2021-03-17,190.6,190.6,194.4,186.8,193.6,58003
2021-03-18,180.6,180.6,190.4,173.6,190.2,163586
2021-03-19,185.2,185.2,189.0,179.2,180.0,250621
2021-03-22,181.0,181.0,187.0,177.6,185.4,81425
2021-03-23,187.6,187.6,195.0,185.0,185.2,125812
2021-03-24,176.8,176.8,190.4,176.4,190.0,97620
2021-03-25,169.6,169.6,177.8,167.0,176.4,180246
2021-03-26,179.0,179.0,181.8,171.6,172.0,74708
2021-03-29,178.8,178.8,182.6,177.4,181.0,46626
2021-03-30,178.6,178.6,180.4,176.8,180.4,68992
2021-03-31,186.0,186.0,187.8,178.2,178.2,86305
2021-04-01,186.9,186.9,192.3,186.0,187.1,105459
2021-04-06,186.4,186.4,191.2,181.7,189.1,98463
2021-04-07,184.4,184.4,192.1,181.0,190.8,153971
2021-04-08,191.5,191.5,194.4,184.4,186.1,128806
2021-04-09,197.4,197.4,198.5,186.2,192.8,146333
2021-04-12,190.0,190.0,202.8,188.6,199.2,115080
2021-04-13,201.8,201.8,204.6,188.5,189.7,129549
2021-04-14,196.8,196.8,205.4,196.7,202.2,70143
2021-04-15,200.4,200.4,201.8,196.7,199.7,35831
2021-04-16,197.5,197.5,200.6,195.8,199.5,52504
2021-04-19,191.9,191.9,203.2,190.2,197.9,72023
2021-04-20,184.1,184.1,195.7,181.8,195.7,90021
2021-04-21,184.6,184.6,186.8,177.1,186.8,110806
2021-04-22,182.7,182.7,188.2,180.4,185.0,64381
2021-04-23,182.4,182.4,183.7,178.4,182.4,48941
2021-04-26,181.0,181.0,185.8,179.1,182.3,31951
2021-04-27,183.0,183.0,185.0,179.4,182.3,59730
2021-04-28,185.2,185.2,187.8,180.1,184.0,71425
2021-04-29,175.6,175.6,189.0,173.6,186.3,165184
2021-04-30,171.7,171.7,178.5,168.6,176.7,186287
2021-05-03,173.4,173.4,173.8,168.4,172.3,67537
2021-05-04,160.6,160.6,174.4,158.7,173.4,235965
2021-05-05,167.6,167.6,169.0,159.7,165.0,149780
2021-05-06,152.9,152.9,167.0,149.6,165.1,351918
2021-05-07,161.3,161.3,163.0,151.3,155.1,211507
2021-05-10,153.6,153.6,162.0,152.1,161.1,131179
2021-05-11,152.3,152.3,152.9,145.0,151.8,145733
2021-05-12,150.8,150.8,157.5,150.5,152.3,105525
2021-05-13,153.1,153.1,156.3,148.3,150.3,68895
2021-05-14,155.0,155.0,157.0,150.4,152.9,111253
2021-05-17,156.2,156.2,158.6,153.8,155.9,54975
2021-05-18,162.0,162.0,163.3,158.6,159.5,94247
2021-05-19,157.4,157.4,161.5,152.3,161.5,72230
2021-05-20,158.9,158.9,162.0,155.7,158.8,53025
2021-05-21,156.9,156.9,160.0,156.9,159.3,53740
2021-05-25,162.4,162.4,163.6,157.2,157.2,68816
2021-05-26,157.9,157.9,164.0,156.3,162.7,69472
2021-05-27,153.0,153.0,159.0,151.5,158.3,140901
2021-05-28,154.1,154.1,155.7,149.7,154.6,107185
2021-05-31,152.9,152.9,155.3,152.5,154.0,33283
2021-06-01,155.2,155.2,156.5,150.9,152.8,59841
2021-06-02,150.5,150.5,157.8,150.1,155.1,59517
2021-06-03,151.1,151.1,154.8,150.6,151.5,46608
2021-06-04,153.4,153.4,154.0,149.5,152.4,62045
2021-06-07,152.4,152.4,153.6,149.0,152.8,66275
2021-06-08,152.8,152.8,155.5,151.2,151.2,55386
2021-06-09,154.3,154.3,155.4,149.0,153.4,57534
2021-06-10,154.2,154.2,157.2,149.6,155.0,72289
2021-06-11,152.6,152.6,159.2,151.1,154.4,73889
2021-06-14,157.2,157.2,160.1,152.6,153.0,93217
2021-06-15,160.5,160.5,163.2,156.8,158.0,80712
2021-06-16,163.0,163.0,163.0,155.7,161.4,82268
2021-06-17,161.1,161.1,162.1,155.9,160.7,78120
2021-06-18,169.3,169.3,170.1,161.5,161.5,272021
2021-06-21,175.5,175.5,176.3,166.3,167.9,153954
2021-06-22,164.5,164.5,182.0,162.2,175.2,300432
2021-06-23,156.8,156.8,163.5,155.5,161.6,173348
2021-06-24,157.5,157.5,159.7,153.7,158.4,105311
2021-06-25,160.2,160.2,160.2,154.9,157.2,104410
2021-06-28,165.3,165.3,165.3,158.3,158.5,59716
2021-06-29,165.8,165.8,169.8,163.5,164.1,83592
2021-06-30,158.4,158.4,166.2,154.3,165.6,239682
2021-07-01,158.3,158.3,162.0,153.2,158.8,111626
2021-07-02,161.0,161.0,161.0,154.3,157.2,64133
2021-07-05,158.1,158.1,160.3,155.6,160.1,48708
2021-07-06,138.2,138.2,147.8,135.8,146.7,544029
2021-07-07,132.5,132.5,137.4,131.7,137.4,255550
2021-07-08,133.0,133.0,134.6,128.6,131.2,193231
2021-07-09,133.9,133.9,135.0,128.9,133.0,139142
2021-07-12,132.0,132.0,137.7,131.2,133.9,126268
2021-07-13,133.6,133.6,134.1,130.2,131.8,89505
2021-07-14,130.3,130.3,134.6,130.1,133.2,82196
2021-07-15,127.9,127.9,130.3,127.6,130.3,88961
2021-07-16,130.5,130.5,132.8,128.3,130.0,125465
2021-07-19,128.3,128.3,132.4,125.5,131.4,129431
2021-07-20,123.8,123.8,130.4,122.1,129.2,183074
2021-07-21,129.4,129.4,130.2,123.4,124.3,113017
2021-07-22,138.3,138.3,139.6,132.5,134.9,170866
2021-07-23,139.6,139.6,143.2,120.8,122.4,384046
2021-07-26,134.1,134.1,141.5,132.8,138.9,91282
2021-07-27,129.1,129.1,133.7,128.1,133.0,111898
2021-07-28,132.9,132.9,133.5,127.6,129.5,77983
2021-07-29,129.8,129.8,134.9,129.4,133.6,86963
2021-07-30,126.5,126.5,129.2,126.4,128.9,116054
2021-08-02,127.2,127.2,127.9,125.3,127.6,101917
2021-08-03,123.1,123.1,127.2,121.6,127.0,101225
2021-08-04,122.7,122.7,125.3,122.1,123.7,77671
2021-08-05,122.1,122.1,123.9,116.5,123.9,207291
2021-08-06,121.2,121.2,126.6,120.2,122.1,166359
2021-08-09,125.6,125.6,126.2,119.5,122.0,127774
2021-08-10,134.4,134.4,135.4,125.2,125.2,164754
2021-08-11,130.4,130.4,134.2,128.6,133.8,125857
2021-08-12,132.2,132.2,133.0,128.5,130.1,61608
2021-08-13,133.5,133.5,136.3,131.6,132.1,76261
2021-08-16,136.7,136.7,138.9,131.6,132.6,86136
2021-08-17,134.0,134.0,137.0,132.0,137.0,40727
2021-08-18,135.4,135.4,138.9,134.2,135.3,102561
2021-08-19,136.5,136.5,136.8,132.6,134.3,57341
2021-08-20,135.8,135.8,137.5,133.2,136.0,34446
2021-08-23,140.6,140.6,142.8,135.0,137.1,102074
2021-08-24,142.8,142.8,146.7,141.0,141.2,114563
2021-08-25,149.6,149.6,150.5,143.0,143.7,102997
2021-08-26,150.5,150.5,151.3,148.0,150.0,67010
2021-08-27,150.5,150.5,152.5,148.0,150.3,69498
2021-08-30,148.3,148.3,148.9,146.6,148.3,41653
2021-08-31,150.9,150.9,150.9,147.0,148.5,58072
2021-09-01,155.0,155.0,155.0,150.0,150.3,76781
2021-09-02,159.7,159.7,161.2,153.9,155.9,102704
2021-09-03,154.9,154.9,160.2,150.8,159.9,93475
2021-09-06,150.2,150.2,157.0,149.5,154.0,77491
2021-09-07,150.4,150.4,152.2,147.7,148.9,53812
2021-09-08,146.9,146.9,150.9,145.9,149.2,43063
2021-09-09,150.3,150.3,150.7,142.8,144.0,59316
2021-09-10,148.9,148.9,152.6,148.4,150.9,61897
2021-09-13,144.6,144.6,151.2,143.1,150.0,107345
2021-09-14,149.0,149.0,149.3,144.6,145.0,71581
2021-09-15,148.5,148.5,152.1,147.5,148.8,70477
2021-09-16,150.6,150.6,152.0,145.4,148.1,45552
2021-09-17,153.5,153.5,153.8,148.0,151.9,208444
2021-09-20,156.8,156.8,158.1,148.7,151.7,113151
2021-09-21,148.5,148.5,158.6,144.3,155.9,143242
2021-09-22,143.5,143.5,148.5,141.1,148.4,107677
2021-09-23,144.0,144.0,147.2,142.3,144.0,76951
2021-09-24,137.0,137.0,143.7,136.8,143.7,114759
2021-09-27,135.2,135.2,140.4,132.3,137.0,89490
